first_name,last_name,date_of_birth,current_school,current_grade,default_discount_percentage
Sang,Brown,2010-05-18,,,0.3
Rachel,Hoang,2010-11-16,Truong THPT Nguyen Trai,Sophomore,43.3
Xuan,Phung,2009-05-30,Truong THPT Nguyen Trai,Senior,36.0
Giang,Dang,2009-08-13,Truong THPT Nguyen Hue,Junior,31.8
Hoa,Gonzalez,2010-03-15,,9,29.5
Noah,Duong,2009-10-18,,,2.8
David,Jackson,2008-04-11,University of California,Junior,25.5
Yen,Jones,2011-07-02,Truong THPT Nguyen Trai,11,7.7
Ivy,Tran,2008-04-14,,12,23.9
Linh,Hernandez,2009-03-29,,12,19.6
Emma,Smith,,University of Chicago,Junior,11.5
Quang,Smith,2008-07-14,,11,32.5
Maya,Tran,2009-02-18,Truong THPT Hai Ba Trung,,7.8
Noah,Dong,2009-03-17,Harvard University,,7.0
Liam,Tran,2011-06-16,Truong THPT Nguyen Trai,11,6.7
Ivy,Smith,2008-11-07,Duke University,Sophomore,32.1
Tina,Phan,,,Junior,20.1
Hoa,Le,2009-09-01,,11,28.4
Noah,Vo,2008-12-08,Yale University,,36.4
Grace,Brown,2009-04-08,Duke University,Junior,33.3
Sang,Gonzalez,2009-11-10,Truong THPT Le Quy Don,Senior,11.6
Viet,Brown,2008-06-18,Princeton University,Junior,25.5
Kelly,Taylor,,Truong THPT Vo Thi Sau,9,27.8
Olivia,Pham,2009-04-01,Yale University,Freshman,40.2
Ivy,Vu,2007-12-08,Truong THPT Tran Phu,11,17.0
Frank,Brown,2011-06-25,Northwestern University,,38.7
Sang,Phung,2011-10-15,Harvard University,11,9.3
Ivy,Pham,2009-03-26,,10,7.8
Oanh,Nguyen,2009-10-05,Duke University,,46.2
Alex,Ho,2010-11-13,,9,49.9
Hoa,Pham,2011-01-03,,,19.5
Binh,Lopez,,University of Chicago,Sophomore,27.1
Duc,Dong,2011-03-05,Yale University,,43.4
Grace,Lopez,2008-03-05,Truong THPT Nguyen Hue,,38.8
Liam,Williams,2009-10-02,Truong THPT Nguyen Hue,Junior,9.4
Jack,Dang,2009-07-05,Stanford University,9,39.5
Liam,Ngo,2009-02-19,Truong THPT Quang Trung,Senior,24.6
Emma,Hernandez,2011-03-30,Stanford University,,8.8
Tina,Nguyen,2011-05-28,MIT,9,10.2
Minh,Phung,2008-05-15,Truong THPT Ly Tu Trong,11,31.2
Liam,Phan,2011-01-10,MIT,,4.1
Yen,Smith,2009-09-01,Truong THPT Tran Phu,,30.8
Hoa,Wilson,2010-10-16,Truong THPT Le Loi,11,22.3
Quinn,Vu,2011-01-03,University of Chicago,11,26.0
Henry,Hernandez,2008-05-01,Truong THPT Tran Phu,,27.0
Duc,Brown,2008-11-30,Truong THPT Le Quy Don,,44.3
Linh,Duong,2007-11-12,MIT,9,2.9
Olivia,Hernandez,2008-10-01,Stanford University,,41.5
Duc,Rodriguez,2011-08-08,,,37.3
Duc,Miller,2010-10-26,Northwestern University,Junior,30.5
Grace,Dong,2008-12-10,,10,19.1
Phong,Pham,2009-10-23,Northwestern University,9,5.5
Henry,Vo,2010-11-14,,Sophomore,3.3
Khanh,Williams,2010-05-01,Truong THPT Vo Thi Sau,Sophomore,43.3
Hoa,Dong,2008-08-22,,,12.6
Olivia,Jones,,Harvard University,9,3.1
Thu,Pham,2009-11-06,Truong THPT Nguyen Du,12,9.4
Duc,Hernandez,2007-12-01,Truong THPT Nguyen Trai,,20.8
Oanh,Le,2008-06-03,Princeton University,10,48.0
Jack,Garcia,,Truong THPT Nguyen Trai,,35.0
Phong,Williams,2008-02-04,Truong THPT Le Loi,Sophomore,46.1
Nam,Jones,2011-07-15,,,47.2
David,Ho,,,Freshman,41.0
Nam,Johnson,2010-05-23,Truong THPT Nguyen Hue,,18.3
Alex,Bui,2010-05-07,Columbia University,,33.0
Noah,Le,2008-08-19,,Senior,49.5
Oanh,Dong,2009-06-15,Harvard University,Senior,5.1
Duc,Thomas,2009-05-18,,10,24.7
Binh,Martin,2009-05-29,MIT,Freshman,41.1
Brian,Ho,,University of Chicago,Freshman,20.0
Minh,Wilson,2008-01-02,Columbia University,11,49.6
Giang,Jones,,Truong THPT Le Loi,10,34.1
Sang,Le,2011-08-24,Harvard University,,14.4
Maya,Rodriguez,2009-02-02,Truong THPT Tran Phu,,12.4
Chi,Tran,2010-10-06,Columbia University,Freshman,20.1
Liam,Phan,2008-04-13,Truong THPT Ly Tu Trong,Junior,13.1
Quang,Anderson,2009-08-04,Truong THPT Nguyen Trai,11,9.5
Minh,Jones,2007-11-15,Stanford University,,42.9
Thu,Wilson,,University of California,,17.1
An,Gonzalez,2010-09-25,,Senior,41.9
Nam,Phung,2009-09-26,MIT,12,17.8
Kelly,Pham,,,,32.9
Brian,Le,2010-07-27,University of California,Junior,2.3
Thu,Smith,2009-07-01,Stanford University,10,5.8
Kelly,Vo,,Truong THPT Tran Phu,,21.7
Grace,Brown,2008-09-27,Truong THPT Le Loi,,13.7
Viet,Miller,2009-08-24,Truong THPT Ly Tu Trong,,42.1
David,Garcia,2010-01-19,Truong THPT Ly Tu Trong,10,12.4
Hoa,Garcia,,University of California,,37.1
Nam,Williams,2011-05-09,University of Chicago,,47.5
Catherine,Vu,2008-08-30,,,47.6
Maya,Taylor,2008-12-05,,10,36.1
Catherine,Williams,2010-09-17,University of California,Junior,12.3
Quinn,Tran,2008-02-25,Truong THPT Ly Tu Trong,,35.1
Kelly,Davis,2009-09-12,Truong THPT Le Quy Don,,1.5
Xuan,Miller,2011-05-08,Truong THPT Nguyen Du,,22.6
Henry,Taylor,2009-09-14,Truong THPT Le Quy Don,,22.9
Ivy,Dang,,,Junior,9.2
Minh,Vu,2009-01-31,,12,8.3
Grace,Dong,2007-11-07,University of Chicago,12,45.1
Olivia,Taylor,2010-08-20,University of California,,1.2
Noah,Dinh,2008-06-10,Duke University,,18.0
Sang,Anderson,2009-09-14,Truong THPT Le Quy Don,,49.6
Yen,Anderson,2011-02-28,University of California,,30.7
Jack,Bui,2011-07-10,,,15.4
Hoa,Miller,2009-04-21,MIT,Sophomore,3.3
Grace,Pham,2009-08-17,,11,22.5
Quinn,Miller,2011-08-21,University of Chicago,9,6.1
Duc,Truong,2008-03-29,University of Chicago,Senior,31.4
Minh,Anderson,2011-07-18,Truong THPT Le Quy Don,,38.6
David,Jones,2009-09-29,Yale University,,43.1
Hoa,Martinez,,,,6.2
Linh,Smith,,Truong THPT Nguyen Du,Freshman,11.5
Quinn,Thomas,2009-06-13,Truong THPT Hai Ba Trung,11,23.9
Viet,Do,,Duke University,Freshman,19.9
Catherine,Dong,2010-12-31,University of Chicago,Junior,28.8
Kelly,Williams,2008-11-04,MIT,Sophomore,34.6
Sang,Johnson,2011-02-07,MIT,10,43.4
Noah,Martin,2008-02-08,Truong THPT Hai Ba Trung,Senior,15.2
Khanh,Smith,2009-03-26,Truong THPT Nguyen Hue,Junior,22.3
Kelly,Anderson,2010-01-14,Truong THPT Hai Ba Trung,9,18.4
Viet,Hoang,2009-06-20,MIT,Senior,23.0
Emma,Phan,2010-07-18,,,6.4
Viet,Johnson,2010-03-16,,,11.4
Jack,Garcia,,Truong THPT Nguyen Hue,10,20.9
Minh,Brown,2011-04-20,Columbia University,Sophomore,1.8
Frank,Smith,2008-02-06,Truong THPT Vo Thi Sau,Freshman,24.3
Noah,Gonzalez,2008-08-13,,11,2.7
Phong,Ho,2008-08-29,Truong THPT Nguyen Du,11,22.3
Noah,Martinez,2011-09-07,Truong THPT Nguyen Du,10,20.8
Viet,Dang,,Yale University,Junior,2.3
Noah,Pham,2011-10-26,,,13.7
Yen,Jackson,2011-06-04,Truong THPT Tran Phu,,23.0
An,Tran,2009-12-30,Yale University,,25.2
Rachel,Truong,2011-06-04,University of Chicago,Sophomore,12.5
Duc,Davis,,,11,25.5
Paul,Garcia,2009-12-26,,11,2.2
Rachel,Brown,,University of California,Sophomore,22.1
Olivia,Dinh,2010-07-06,Truong THPT Ly Tu Trong,,24.9
Em,Brown,2010-05-03,Truong THPT Nguyen Du,,21.9
Viet,Jackson,2009-11-21,Columbia University,9,1.0
Hoa,Jackson,2010-04-15,,Freshman,33.6
Minh,Smith,2008-05-14,Truong THPT Le Quy Don,10,35.4
Duc,Rodriguez,2009-12-17,,Senior,1.9
Olivia,Ly,2009-11-04,University of California,,30.4
Kelly,Dong,2010-11-03,,12,22.6
Ivy,Hoang,2010-11-13,,12,35.9
Yen,Anderson,2011-05-08,Truong THPT Nguyen Trai,Senior,36.3
Duc,Phan,2009-07-22,,,14.9
Ivy,Tran,,Truong THPT Le Quy Don,,5.0
Xuan,Martinez,,,,0.3
Binh,Phan,2008-02-06,Truong THPT Nguyen Trai,10,41.5
Olivia,Vu,,Truong THPT Nguyen Du,10,37.5
Sang,Duong,,,Junior,13.1
Chi,Pham,2007-12-01,Harvard University,11,34.1
Viet,Vo,2011-06-20,,Freshman,23.0
Duc,Dong,2010-10-26,Truong THPT Le Quy Don,12,6.6
Duc,Do,2011-08-20,University of Chicago,,32.6
Thu,Phung,2010-10-31,Truong THPT Nguyen Trai,Freshman,40.3
Uyen,Moore,2009-12-15,Stanford University,Sophomore,17.8
Xuan,Vo,,MIT,Freshman,12.8
Quinn,Phung,,Truong THPT Hai Ba Trung,,3.1
Liam,Vo,,Northwestern University,Senior,20.4
Brian,Hernandez,2011-07-08,Truong THPT Ly Tu Trong,9,25.3
Alex,Truong,2010-01-07,Duke University,,41.2
Noah,Duong,,,9,41.9
Jack,Le,,,,3.0
Linh,Truong,2009-08-18,Yale University,,2.6
Ivy,Johnson,2008-06-15,Truong THPT Tran Phu,Sophomore,27.9
Quang,Martinez,,,9,6.9
Nam,Le,,Duke University,Senior,11.9
Ivy,Tran,2010-06-12,University of Chicago,,6.2
David,Do,2008-03-18,Truong THPT Vo Thi Sau,11,17.4
Grace,Hoang,2011-03-06,Truong THPT Hai Ba Trung,10,40.6
Binh,Duong,2008-06-01,,Junior,45.3
Binh,Jones,2010-03-16,,,38.6
Minh,Gonzalez,2009-11-06,Truong THPT Le Loi,Freshman,28.1
Thu,Wilson,2010-09-11,Northwestern University,,48.2
An,Miller,2011-01-28,University of Chicago,Senior,7.3
Viet,Ngo,2010-01-05,Truong THPT Vo Thi Sau,,47.1
Noah,Dang,,Columbia University,,21.2
Tina,Bui,2009-03-21,Truong THPT Le Loi,Junior,21.9
Yen,Wilson,2010-09-16,Columbia University,9,29.7
Viet,Brown,,Stanford University,12,8.6
Sam,Tran,,Truong THPT Vo Thi Sau,10,40.7
Noah,Dong,2009-03-24,Stanford University,,20.0
Em,Martinez,2010-12-01,Truong THPT Quang Trung,10,6.4
Olivia,Rodriguez,2010-05-02,Duke University,,33.2
Khanh,Nguyen,2009-08-17,Truong THPT Le Quy Don,10,38.9
Duc,Dang,2010-12-18,,,35.1
Grace,Johnson,2009-09-21,Yale University,Sophomore,45.2
Nam,Anderson,2009-02-15,,Freshman,23.2
Khanh,Lopez,,Princeton University,,23.1
Thu,Phan,2010-08-16,Truong THPT Tran Phu,10,18.0
Yen,Dinh,,Duke University,Freshman,41.8
Sam,Ngo,2008-09-04,University of California,,26.1
Emma,Moore,2010-06-20,,Sophomore,38.3
Oanh,Moore,,,,24.7
Khanh,Ly,2010-03-06,,,22.5
Binh,Thomas,2008-08-01,MIT,,10.1
Rachel,Ho,2011-03-11,,Sophomore,3.4
Quang,Ly,2009-04-11,,,20.2
Hoa,Wilson,2008-11-07,Yale University,,32.9
David,Pham,2009-01-20,Truong THPT Tran Phu,10,22.1
Noah,Garcia,2009-06-12,,,38.9
Catherine,Pham,2009-02-20,,,24.3
Em,Phung,2009-08-17,University of California,Senior,26.5
Khanh,Phan,2011-10-22,University of Chicago,Freshman,15.1
Emma,Truong,2009-04-14,,,40.4
Thu,Wilson,2009-12-27,MIT,12,3.7
Duc,Duong,,University of Chicago,Senior,11.8
Emma,Thomas,2008-03-09,,12,27.7
Noah,Dang,2010-02-03,,Sophomore,38.0
Em,Martinez,2010-05-06,,,30.8
Em,Garcia,2009-06-07,,Senior,5.6
Binh,Martin,2010-02-20,,,39.5
Binh,Vu,2011-03-23,Truong THPT Nguyen Hue,,7.5
Uyen,Miller,,Truong THPT Vo Thi Sau,,20.6
Oanh,Le,2011-07-31,University of Chicago,10,6.7
Uyen,Hoang,2009-02-26,,,27.9
Khanh,Wilson,2011-02-26,Truong THPT Le Loi,,18.8
Giang,Martin,,Truong THPT Le Quy Don,,47.2
Duc,Anderson,2009-02-17,,12,8.0
Chi,Phan,2010-03-08,MIT,9,29.5
Uyen,Thomas,2008-12-04,Truong THPT Nguyen Du,,31.3
Frank,Jackson,2008-01-31,Truong THPT Nguyen Hue,Sophomore,47.2
Phong,Davis,2009-03-10,,12,36.9
Grace,Le,2009-08-21,Truong THPT Le Loi,Freshman,27.8
Xuan,Wilson,2011-10-30,Truong THPT Nguyen Du,,35.1
Sang,Do,2008-07-19,University of California,,11.2
Khanh,Anderson,2011-02-11,,12,11.3
Noah,Moore,2008-02-16,,12,34.2
Khanh,Davis,2009-11-14,,,31.2
Catherine,Thomas,,Stanford University,12,49.1
Maya,Dang,,Truong THPT Vo Thi Sau,,16.6
Uyen,Jones,2011-10-08,Northwestern University,,24.5
David,Ngo,2008-10-12,Harvard University,,3.7
Nam,Anderson,2008-07-25,,9,19.4
Yen,Taylor,2011-10-28,Northwestern University,,16.7
Sam,Ly,,,,23.3
Frank,Hoang,2009-12-05,Truong THPT Le Quy Don,Junior,0.1
Emma,Dong,2008-04-15,Truong THPT Nguyen Trai,,43.1
Phong,Williams,2009-12-05,,12,43.8
Xuan,Pham,2008-01-11,,,12.0
Linh,Duong,2011-04-30,Truong THPT Le Quy Don,,32.1
Henry,Hernandez,2011-05-27,,,21.8
Uyen,Smith,2007-11-02,,,42.4
Tina,Johnson,2011-10-27,Yale University,,4.5
Phong,Dinh,,Princeton University,,5.0
Alex,Bui,2008-10-26,MIT,,37.0
Hoa,Anderson,2008-04-21,Yale University,,32.2
Catherine,Rodriguez,2011-07-25,,12,18.0
Rachel,Moore,2008-05-13,Truong THPT Nguyen Trai,9,46.2
Linh,Gonzalez,,Truong THPT Nguyen Hue,Freshman,23.5
Jack,Miller,2008-09-29,Truong THPT Nguyen Hue,Junior,47.3
Xuan,Vo,2011-06-19,,,20.0
Jack,Williams,2009-05-20,,9,49.6
Noah,Martinez,2008-11-17,Truong THPT Hai Ba Trung,,3.6
Liam,Rodriguez,2008-10-03,Truong THPT Nguyen Du,,32.6
Viet,Phan,2010-02-02,,9,14.7
Henry,Truong,2011-08-28,Truong THPT Le Quy Don,Junior,26.3
Olivia,Miller,2008-08-05,University of Chicago,,16.9
Noah,Miller,,Stanford University,,42.2
Kelly,Lopez,2008-11-29,,11,45.3
Tina,Jones,2009-07-23,Princeton University,11,31.1
Quinn,Bui,2011-01-08,Truong THPT Nguyen Hue,11,9.6
Khanh,Miller,2008-07-22,Truong THPT Quang Trung,,44.4
Brian,Vo,2009-04-24,University of Chicago,Junior,27.5
Catherine,Phung,,,12,49.4
Hoa,Rodriguez,2010-05-19,Truong THPT Tran Phu,Freshman,21.3
Uyen,Bui,2009-11-24,,Junior,23.1
Linh,Wilson,2010-10-28,,12,32.2
Maya,Dong,2008-03-14,,11,46.0
Chi,Gonzalez,2009-05-26,Truong THPT Tran Phu,Sophomore,33.0
An,Thomas,2010-08-06,,,29.0
Jack,Vu,2011-02-12,MIT,10,17.6
Catherine,Bui,2010-05-05,,9,36.2
Rachel,Phung,2008-02-17,Stanford University,,8.8
Paul,Jones,2008-11-10,University of Chicago,Freshman,25.3
David,Phan,2009-11-30,Truong THPT Nguyen Trai,,22.8
Emma,Smith,,Truong THPT Ly Tu Trong,,16.8
Oanh,Moore,2008-05-24,,11,39.9
Sam,Brown,2010-03-26,Truong THPT Ly Tu Trong,12,6.5
Alex,Brown,2007-11-22,MIT,10,13.3
Em,Do,2009-01-18,Truong THPT Vo Thi Sau,,17.6
Duc,Miller,2008-04-11,Truong THPT Nguyen Hue,9,37.8
Sam,Dong,,,,5.3
Noah,Dang,2009-05-16,Harvard University,,11.6
Minh,Brown,2011-07-27,Truong THPT Le Loi,,39.5
Paul,Dinh,,Truong THPT Vo Thi Sau,Sophomore,9.0
Em,Thomas,2007-12-14,Truong THPT Vo Thi Sau,Junior,15.2
Tina,Hoang,2009-01-28,,,27.1
Thu,Anderson,2011-04-19,,11,12.6
Henry,Brown,2007-11-03,,12,28.2
Viet,Moore,2010-11-22,Truong THPT Quang Trung,,37.7
Minh,Thomas,2009-05-26,,Sophomore,17.5
Nam,Martin,2011-08-19,,Senior,28.7
Noah,Jackson,2011-09-20,Truong THPT Vo Thi Sau,,18.0
Tina,Dang,2011-10-21,Truong THPT Ly Tu Trong,Senior,19.8
Chi,Smith,2008-07-17,,,20.6
Uyen,Anderson,2010-10-22,Truong THPT Nguyen Du,,46.2
Grace,Dang,,Yale University,12,11.2
Oanh,Ho,2007-12-20,Truong THPT Quang Trung,Sophomore,14.4
Khanh,Le,2008-02-01,Columbia University,11,48.7
Tina,Ho,,Harvard University,,30.8
Linh,Johnson,2009-03-16,Northwestern University,11,38.3
Yen,Dang,,,,20.4
Nam,Dang,2010-10-12,,,45.0
Sam,Wilson,,Yale University,9,0.7
Frank,Wilson,2010-07-11,,12,27.1
Henry,Dang,2010-06-16,,,12.3
Hoa,Phung,2008-08-31,,Junior,25.4
Khanh,Thomas,,Duke University,Senior,31.2
Duc,Vu,,Truong THPT Quang Trung,Senior,4.8
Duc,Tran,2008-01-05,,,13.6
Liam,Vo,,,,14.8
David,Miller,2010-06-04,MIT,12,18.5
David,Rodriguez,2009-02-28,Truong THPT Nguyen Trai,Freshman,43.9
Grace,Davis,2007-12-01,,,40.8
Brian,Rodriguez,,Northwestern University,,32.7
Grace,Dong,2008-01-01,Truong THPT Quang Trung,Freshman,44.4
Phong,Phung,2010-01-19,,,40.1
Rachel,Ngo,2010-01-25,,,30.8
Linh,Jones,2008-11-20,,9,36.0
Frank,Smith,2009-06-14,Truong THPT Tran Phu,,36.0
Olivia,Duong,2010-05-19,Harvard University,10,46.4
David,Martinez,2011-09-27,Truong THPT Ly Tu Trong,,9.5
Emma,Hoang,2011-02-26,Stanford University,Senior,23.6
Viet,Ho,2011-03-22,Stanford University,,22.2
An,Lopez,2010-02-01,Stanford University,Senior,36.5
Frank,Martin,2008-01-10,,,42.2
Khanh,Moore,2010-12-30,Truong THPT Nguyen Trai,,37.8
Frank,Garcia,2009-03-01,,11,13.3
Catherine,Jones,2009-03-18,Truong THPT Nguyen Trai,Junior,18.3
Chi,Dong,2008-08-17,,,23.5
Rachel,Johnson,,Truong THPT Le Loi,Junior,16.4
Maya,Ngo,2008-02-21,Truong THPT Le Loi,11,15.6
Duc,Davis,2009-03-01,,,40.3
Linh,Truong,2009-06-06,Princeton University,9,34.9
Quang,Nguyen,2009-06-30,,9,30.3
Maya,Vu,2010-08-12,University of California,9,2.0
Brian,Dang,,Truong THPT Tran Phu,,25.8
Maya,Nguyen,2011-04-05,,,27.8
Khanh,Rodriguez,2009-03-28,University of California,,8.9
Liam,Ho,2009-10-10,Truong THPT Ly Tu Trong,12,5.8
Linh,Hernandez,2010-07-11,Truong THPT Tran Phu,9,21.4
Jack,Johnson,2009-10-02,,9,22.7
Thu,Do,2008-10-23,Stanford University,Sophomore,27.4
Maya,Hoang,2008-05-10,Truong THPT Nguyen Trai,,31.5
Kelly,Rodriguez,,Northwestern University,Senior,15.4
Alex,Ly,2011-09-11,,,32.0
Giang,Dang,2008-11-02,MIT,,30.3
Jack,Dang,,Truong THPT Le Loi,11,21.8
Viet,Vu,2011-07-11,,,4.3
Chi,Pham,2009-03-09,Duke University,,21.7
Viet,Johnson,2008-07-16,,Sophomore,6.8
Hoa,Nguyen,2011-09-22,University of California,10,14.2
Uyen,Ho,,Truong THPT Nguyen Trai,10,43.0
Giang,Brown,2011-04-28,Columbia University,9,4.7
Chi,Martinez,2010-03-14,,12,20.5
Alex,Ho,2009-08-14,Princeton University,,5.3
Paul,Pham,2008-05-14,,Freshman,16.7
Em,Lopez,2010-11-14,MIT,,6.3
Emma,Truong,2011-08-23,Truong THPT Vo Thi Sau,12,11.5
Yen,Vo,,,,20.1
Kelly,Vo,2011-07-08,University of California,,2.5
Em,Miller,2010-06-17,University of Chicago,,2.8
Phong,Tran,2010-02-21,Truong THPT Nguyen Trai,,28.1
David,Moore,2008-07-08,Truong THPT Nguyen Du,,27.4
Quang,Phung,,,,6.2
Thu,Tran,,,,4.0
Ivy,Jones,,,Senior,44.1
Sam,Vo,,Truong THPT Hai Ba Trung,Freshman,3.7
Olivia,Duong,2011-10-23,Northwestern University,,35.1
Yen,Tran,2008-02-12,Truong THPT Nguyen Du,9,48.5
Emma,Rodriguez,2011-05-11,Truong THPT Le Loi,10,15.4
Frank,Dong,,Truong THPT Le Loi,12,16.8
Frank,Dang,2009-06-05,University of Chicago,,4.1
Sam,Moore,2008-03-08,Princeton University,,9.9
Emma,Moore,,Stanford University,12,34.8
Noah,Smith,2008-06-07,,,40.0
Xuan,Garcia,,Truong THPT Nguyen Trai,Sophomore,2.5
Rachel,Smith,2008-10-28,,,35.6
Paul,Lopez,2010-01-19,,Freshman,2.2
Xuan,Thomas,2010-08-10,Truong THPT Quang Trung,,23.9
Thu,Lopez,2009-07-21,,,42.0
Liam,Smith,2009-10-08,Yale University,,36.9
Catherine,Pham,2011-01-21,Columbia University,Sophomore,2.8
Liam,Miller,2010-10-22,University of Chicago,11,0.4
Chi,Thomas,2008-09-25,Truong THPT Nguyen Du,Sophomore,5.5
Quinn,Brown,2009-06-24,Truong THPT Nguyen Hue,,17.8
Chi,Williams,2011-05-14,,Junior,12.6
Khanh,Dang,2008-02-25,University of Chicago,Freshman,36.1
Binh,Dang,2010-12-25,Northwestern University,9,30.1
Viet,Wilson,2010-08-24,Northwestern University,,25.6
Quang,Le,2008-01-23,Truong THPT Le Loi,12,11.3
Paul,Dong,2011-10-07,Truong THPT Le Loi,Freshman,6.5
Phong,Rodriguez,,MIT,,27.9
Binh,Jackson,2010-05-23,Columbia University,,7.6
David,Ngo,2010-05-29,University of California,12,34.5
An,Ly,2009-12-05,Truong THPT Nguyen Trai,,18.4
Grace,Tran,2008-03-08,,10,45.5
Quang,Dinh,2007-11-09,,Freshman,38.3
Nam,Davis,2010-08-25,,9,27.5
Olivia,Truong,2008-12-07,,,28.9
Chi,Ho,2009-01-31,University of Chicago,Junior,45.9
Henry,Wilson,2011-02-18,Truong THPT Vo Thi Sau,12,4.6
Rachel,Dong,2011-06-09,,,47.5
Grace,Tran,2009-01-01,Truong THPT Hai Ba Trung,,35.7
Alex,Johnson,2010-05-02,Truong THPT Le Quy Don,12,48.7
Quinn,Jackson,2011-01-19,,Junior,42.8
Alex,Gonzalez,,Truong THPT Ly Tu Trong,12,21.9
Grace,Martinez,2008-08-04,Truong THPT Nguyen Trai,Junior,22.0
Rachel,Vu,2010-11-06,Northwestern University,Freshman,9.6
Em,Jackson,2009-04-06,Truong THPT Hai Ba Trung,Senior,32.8
Grace,Dong,2011-04-08,Harvard University,Junior,31.5
Viet,Jones,2009-05-30,Yale University,Junior,32.3
Em,Brown,2007-12-21,Yale University,,48.7
Thu,Jones,2009-11-22,,9,37.6
Quang,Brown,2010-08-24,Stanford University,,5.6
Binh,Johnson,2010-05-11,,Sophomore,11.0
Sam,Miller,2011-08-07,,10,39.2
Paul,Phan,2008-01-21,Truong THPT Nguyen Trai,,29.1
Rachel,Tran,2011-06-18,,Freshman,4.4
Olivia,Jones,2010-08-25,Harvard University,Freshman,48.6
Duc,Thomas,2010-11-14,Truong THPT Tran Phu,11,28.8
Chi,Anderson,2010-07-11,,,23.4
Linh,Duong,2008-03-20,Columbia University,9,23.4
Quang,Dinh,2009-03-30,Truong THPT Vo Thi Sau,,10.7
Frank,Le,2008-12-12,,,48.9
Khanh,Williams,2010-07-05,,,15.0
Liam,Bui,2009-10-20,,,2.6
Thu,Pham,,Harvard University,,41.1
Sang,Ho,,Truong THPT Nguyen Hue,10,49.5
An,Dang,2009-03-29,Truong THPT Tran Phu,11,7.9
Ivy,Brown,2011-06-29,Truong THPT Nguyen Trai,Junior,0.4
Oanh,Martin,2010-03-11,University of California,12,43.1
Henry,Le,2007-11-17,,,30.2
Khanh,Phan,,Columbia University,Freshman,11.8
Ivy,Rodriguez,2009-04-20,Truong THPT Nguyen Trai,Freshman,33.5
Noah,Anderson,,,,31.7
Uyen,Vo,2010-11-11,Columbia University,Sophomore,42.8
Khanh,Tran,,Princeton University,,1.7
Minh,Tran,2010-03-30,Princeton University,Junior,32.5
Brian,Hernandez,2010-05-18,MIT,Junior,16.9
Nam,Phan,2009-07-05,Harvard University,12,30.7
Oanh,Dinh,2010-11-15,,,30.1
Emma,Ngo,2010-12-04,Yale University,9,41.7
Xuan,Davis,2009-04-13,,,18.8
Maya,Thomas,2011-01-30,,Freshman,23.9
Kelly,Davis,2008-09-04,Duke University,,14.1
Chi,Taylor,2009-07-18,Truong THPT Ly Tu Trong,,32.6
Paul,Rodriguez,2009-10-11,University of Chicago,,20.8
Uyen,Bui,,Northwestern University,,47.0
Quinn,Vo,,,11,13.8
Rachel,Johnson,2009-02-13,Truong THPT Ly Tu Trong,9,0.5
Olivia,Phan,2007-11-08,,Sophomore,30.3
Xuan,Hoang,2010-04-19,Northwestern University,Sophomore,25.9
Uyen,Martinez,,Truong THPT Ly Tu Trong,,4.5
Khanh,Gonzalez,2008-09-01,Truong THPT Le Loi,Junior,22.8
Paul,Smith,2009-04-24,Truong THPT Ly Tu Trong,,2.0
Rachel,Vu,2011-02-15,Truong THPT Vo Thi Sau,Sophomore,33.1
Alex,Vu,2008-11-25,MIT,Junior,40.6
Olivia,Thomas,2010-07-30,Northwestern University,Freshman,43.1
David,Davis,2010-07-08,Princeton University,Junior,34.2
An,Pham,2007-11-18,Truong THPT Quang Trung,Senior,40.0
Minh,Smith,2008-06-20,University of Chicago,12,14.8
Noah,Garcia,2010-08-25,Truong THPT Le Loi,,15.9
Uyen,Dang,2009-03-05,Truong THPT Nguyen Hue,10,12.8
Quinn,Phung,2008-09-19,Truong THPT Le Quy Don,,33.5
Giang,Taylor,2009-07-15,Truong THPT Ly Tu Trong,,7.1
Ivy,Ngo,2007-11-26,,12,41.6
Em,Davis,2011-07-21,Truong THPT Le Loi,,32.7
Duc,Anderson,2010-09-13,Truong THPT Nguyen Hue,11,38.7
Ivy,Jackson,,,Senior,36.3
Maya,Garcia,2011-05-11,Columbia University,Freshman,3.4
Giang,Brown,2008-06-17,,,36.2
Nam,Truong,2010-09-14,,9,48.8
Catherine,Dong,,,Freshman,18.2
Em,Davis,2008-04-03,Stanford University,Senior,35.0
Brian,Davis,,University of Chicago,,33.3
Thu,Moore,2010-04-17,,,40.1
Linh,Williams,,Northwestern University,9,23.4
Xuan,Nguyen,2009-09-30,Yale University,Senior,49.0
Giang,Martin,2011-05-05,Northwestern University,,17.8
Binh,Davis,,Truong THPT Nguyen Hue,Sophomore,24.9
Olivia,Nguyen,,University of California,,26.5
Uyen,Nguyen,2008-11-23,Columbia University,,40.3
Xuan,Jones,2011-08-10,,,46.8
Kelly,Phung,2008-07-25,Princeton University,,22.9
Hoa,Williams,2009-05-09,,9,3.5
Henry,Vo,2011-06-18,Truong THPT Le Loi,11,7.4
Khanh,Taylor,2009-03-12,Columbia University,,4.9
An,Brown,2009-06-27,Truong THPT Hai Ba Trung,Freshman,10.3
Hoa,Smith,2009-11-17,,,26.1
Thu,Garcia,2009-10-02,Northwestern University,,6.8
Olivia,Ngo,2008-11-07,Truong THPT Quang Trung,,44.9
Paul,Ly,2011-07-28,,,32.6
Yen,Davis,2008-03-02,Stanford University,,49.0
